2710.349	18.281	1707.4	18.172	286.898	109.27	81.16	10.44	2714.73	104.60	856.59	36.10	14.50	1886.90	383.40	26.70	27.80	44.50	43.60	126.10	140.30	26.35	254.00	12.1000	29.80	23.40	1648	1302.333333	345.6666667	444.6666667	342	505.3333333	356	22.24093333	28.28	17.21	34.22	22.49	13.30	27.03	8.75	21.01	81.37233333	1529.00	1142.00	556.33	738.00	5.833333333	52728	6276.00	8848.00	2995.33	18918.33	2422.67	2595.50	10836.33	5386.77	799.00	3542.00	3319.33	1704.33	2777.67	33809.67	44610.33	8117.67	2.053333333	2.47	40.30	2.63	55.73	59.20	34.939	22.487	35.1667	25.1667	20.97	83.10	100.23	4.0000	3.50	3.93	3.99	3.99	2.57	2.773333333	3.12	4.13	4.87	139.3333333	287.8333333	28.57	110.40	136.73	110.40	0.30	31.31	276.10	3.56	1.72	49.50	49.50	28.99333333	33.26666667	29.77	28.90	21.57	29.83	44.73	21.20	29.43	31.7	33.36666667	35.23	33.20	33.17	31.50	32.50	30.67	55.43333333	2.99	280.9506333	4.32	359.84	0.97	66.13333333	69.9	53.13	61.87	64.87	70.73	65.13	0.552	10.55533333	100.1666667	64.86666667
2778.801	18.299	1733.7	18.244	310.859	114.56	83.86	26.52	2761.50	111.10	869.65	36.50	14.30	1919.70	392.00	27.80	28.80	46.10	45.50	127.20	143.50	26.46	260.60	12.5000	32.50	23.60	1530.333333	1232.666667	297.6666667	363	263	513.6666667	390.6666667	23.31956667	28.84	17.86	34.71	24.11	14.56	28.45	9.35	21.64	84.5589	1498.33	967.33	404.33	584.67	5.1	53515.66667	6326.67	9148.67	3090.67	19369.67	2446.67	2624.83	10956.00	5438.27	803.67	3591.67	3360.33	1728.67	2813.00	34146.00	45369.67	8146.00	2.083333333	2.46	40.60	2.90	56.27	59.27	35.132	22.425	36.3333	26.0000	21.73	80.40	103.60	4.2433	3.92	4.27	4.32	4.256666667	3.08	3	3.37	4.35	4.95	140.5333333	292.1333333	28.73	111.40	139.53	111.40	0.30	31.53	280.03	3.62	1.74	51.07	51.07	29.04333333	33.26666667	29.83	29.10	21.83	29.57	44.90	21.40	29.73	31.76666667	33.36666667	34.90	33.40	33.23	31.50	32.77	30.83	58.24666667	2.97	281.4536333	4.32	359.84	0.96	66.5	67	64.27	63.53	66.07	70.77	63.83	0.787666667	10.26133333	103.1	66.06666667
2775.488	18.350	1751.8	18.353	289.226	115.64	86.53	3.18	2795.07	102.90	880.60	37.10	13.80	1916.40	394.10	23.80	28.30	47.80	46.30	128.20	146.80	26.53	260.90	12.8000	29.20	23.80	1505.666667	1241.333333	264.3333333	361	247.6666667	522.3333333	374.6666667	22.36573333	29.16	17.90	35.17	21.61	12.11	28.55	9.53	21.93	80.49876667	1600.00	1145.00	416.67	474.33	5.266666667	53522.66667	6371.33	8988.33	3074.33	19210.00	2464.67	2658.87	11006.33	5480.17	776.00	3601.67	3379.00	1720.67	2831.67	34312.67	45325.00	8197.67	2.08	2.52	40.37	2.83	56.13	59.30	35.326	22.592	38.0333	26.6333	22.80	77.73	108.67	4.6667	4.60	4.72	4.68	4.503333333	3.58	3.54	4.13	4.47	5.12	141.5333333	296.1	28.87	112.33	142.33	112.33	0.30	32.02	283.87	3.60	1.72	53.03	53.03	29.19333333	33.36666667	30.03	29.27	21.87	29.63	45.20	21.60	29.93	31.66666667	33.33333333	34.63	33.40	33.17	30.87	32.83	30.80	58.99666667	2.97	280.8286333	4.32	359.93	0.95	54.96666667	53.13333333	51.73	53.53	61.03	57.70	58.00	0.959333333	10.17566667	101.9333333	61.03333333
2785.204	18.427	1753.7	18.453	299.356	112.70	84.21	15.57	2784.57	105.70	871.00	37.80	13.10	1931.30	399.90	26.10	27.50	47.70	44.10	129.50	149.80	26.57	263.90	13.0000	28.60	23.80	1457.333333	1205.333333	252	342	252	511.6666667	351.6666667	22.4727	28.86	16.98	35.36	22.12	12.61	28.27	9.33	21.69	80.07566667	1717.33	1206.33	464.67	463.67	5.6	53723	6372.33	8971.33	3033.00	19152.67	2483.67	2671.93	11041.67	5507.20	776.00	3630.00	3399.67	1719.00	2866.33	34570.33	45417.33	8305.67	2.083333333	2.58	40.10	2.67	56.03	59.33	35.412	22.860	38.8000	27.2000	23.80	76.10	111.30	5.0000	4.92	4.92	4.83	4.583333333	3.99	4.23	4.64	4.57	5.27	140.3	297.1333333	28.80	111.13	145.07	111.13	0.30	32.31	285.33	3.66	1.73	55.07	55.07	29.37	33.5	30.20	29.43	22.23	29.67	45.30	21.77	30.10	31.53333333	33.13333333	34.30	33.37	33.03	30.50	32.73	30.87	58.56333333	2.97	280.2462	4.33	360.23	0.95	52.83333333	54.63333333	43.87	50.30	63.93	54.67	55.60	0.902333333	10.17066667	100.1333333	63.93333333
2847.699	18.505	1770.5	18.477	331.722	116.97	94.76	38.85	2815.04	118.20	853.85	39.00	13.40	1955.50	406.40	27.40	28.40	49.50	45.50	129.60	151.90	26.60	270.80	13.2000	31.50	23.90	1357.333333	1107.666667	249.6666667	315.6666667	229.6666667	473.6666667	338.3333333	23.82766667	29.98	19.19	35.63	24.28	14.59	29.08	9.77	22.50	84.4715	1578.33	1066.33	460.33	444.67	5.133333333	54415	6403.67	9316.00	2985.00	19489.67	2505.00	2682.47	11130.00	5567.23	785.00	3679.00	3440.00	1744.67	2902.33	34925.33	46029.00	8386.00	2.136666667	2.64	40.30	2.83	55.87	58.90	36.390	22.807	39.8000	27.7000	24.43	73.43	113.37	5.0000	4.57	4.67	4.64	4.486666667	3.93	3.873333333	4.22	4.55	5.31	139.9	298.7	28.80	110.73	147.27	110.73	0.30	31.75	287.17	3.77	1.76	56.43	56.43	29.39666667	33.46666667	30.23	29.60	22.27	29.57	45.43	22.00	29.97	31.66666667	33.33333333	34.80	33.30	33.20	30.50	32.87	30.87	55.69	2.97	280.2967333	4.33	360.53	0.95	53.86666667	56.7	51.87	55.33	60.67	60.97	35.57	0.779333333	10.141	99.2	60.66666667
2834.390	18.564	1792.9	18.574	298.152	117.85	100.78	11.08	2841.86	110.80	860.78	40.00	13.80	1966.10	411.00	25.20	26.10	50.30	46.40	132.00	154.40	26.64	273.40	13.2000	29.20	23.90	1269	1020.333333	248.6666667	303	213.6666667	444	308.3333333	23.31063333	30.15	18.88	36.11	23.09	13.43	28.81	9.68	22.50	81.318	1730.33	1086.00	443.67	405.33	5.233333333	54543.66667	6402.00	9163.00	3008.00	19353.33	2523.67	2691.30	11210.67	5619.37	780.33	3695.67	3478.00	1740.00	2928.00	35190.33	46077.67	8466.00	2.14	2.61	40.00	2.43	56.43	59.57	35.675	23.268	40.9333	27.8000	24.97	71.47	115.37	5.0000	3.87	4.25	4.30	4.26	3.70	2.993333333	3.29	4.45	5.25	139.6	301.1	28.80	110.47	149.63	110.47	0.30	31.78	289.20	3.77	1.75	58.03	58.03	29.57333333	33.6	30.40	29.60	22.37	30.00	45.67	22.20	29.83	31.73333333	33.6	35.43	33.43	33.40	30.67	32.77	30.83	55.70666667	2.97	280.6059	4.33	360.66	0.97	44.1	49	43.97	41.40	56.67	47.77	32.00	0.512	10.31866667	100.9333333	56.66666667
2839.022	18.632	1785.8	18.645	296.375	114.38	98.24	15.65	2837.87	111.00	881.52	40.50	14.30	1967.80	413.20	26.70	25.30	49.00	45.90	131.60	155.30	26.62	274.00	13.5000	27.90	24.00	1212.666667	967.6666667	245	293.6666667	207	419	293	22.9273	29.79	18.15	36.05	22.60	13.04	28.44	9.38	22.21	78.8989	1710.67	1228.00	518.00	425.33	5.533333333	54267.66667	6358.67	9009.00	2978.00	19110.67	2542.67	2699.10	11151.67	5592.13	765.00	3701.00	3463.33	1724.67	2948.00	35157.00	45798.33	8469.33	2.15	2.66	39.67	2.37	56.23	59.57	35.732	23.355	41.3667	27.8333	25.60	73.37	116.80	4.7833	3.07	3.49	3.67	3.833333333	2.94	2.36	2.71	4.31	5.10	140.9	306.4666667	28.73	111.80	152.87	111.80	0.30	32.14	293.80	3.75	1.73	59.00	59.00	29.59	33.56666667	30.40	29.70	22.53	30.00	45.83	22.33	29.73	31.63333333	33.66666667	35.50	33.50	33.43	30.07	32.77	30.80	55.33	2.97	281.0456667	4.31	358.98	0.97	45.56666667	50.6	40.60	41.97	49.63	49.50	37.03	0.296666667	10.77633333	100.0333333	49.63333333
2802.616	18.684	1788.2	18.728	259.764	108.98	100.27	-18.25	2851.75	105.10	887.67	41.20	14.30	1966.60	414.50	26.10	25.30	48.60	44.70	132.40	157.60	26.57	273.30	13.5000	26.80	24.10	1185	904	281	265.3333333	244.3333333	376.3333333	299	22.37463333	29.60	17.66	36.08	21.65	12.20	27.86	9.12	21.96	75.85226667	1862.00	1372.33	628.00	556.67	6.266666667	53949.66667	6301.67	8795.00	2918.00	18766.33	2555.00	2687.57	11095.67	5577.20	751.67	3701.00	3460.33	1703.33	2966.33	35183.33	45411.33	8538.33	2.156666667	2.71	39.13	2.17	55.87	59.63	35.472	23.753	41.7667	28.0333	26.13	77.10	117.73	4.5000	2.99	3.52	3.75	3.886666667	2.30	2.306666667	2.63	4.32	5.10	140.8333333	310.9333333	28.77	111.70	157.33	111.70	0.30	32.55	298.17	3.72	1.68	59.83	59.83	29.78	33.8	30.60	29.73	22.60	30.43	45.93	22.50	29.63	31.7	33.93333333	36.23	33.57	33.67	30.23	32.80	30.73	55.68	2.97	281.0823	4.31	359.45	0.98	44.86666667	48.6	40.23	42.47	46.17	48.10	38.07	0.124666667	11.129	97.4	46.16666667
2819.264	18.727	1787.7	18.763	266.405	108.45	99.58	-8.32	2853.99	108.20	899.28	42.40	15.20	1984.50	418.60	29.50	25.30	47.50	42.20	133.40	159.60	26.53	273.80	13.6000	26.20	24.30	1240.333333	934.3333333	306	297.6666667	200.3333333	434	308.3333333	22.0359	29.15	16.37	36.22	21.21	11.66	28.09	8.98	21.64	73.8284	1928.00	1453.33	736.00	666.33	6.8	53633.66667	6271.67	8550.33	2902.33	18454.67	2566.33	2675.13	11028.67	5558.33	730.33	3700.67	3455.33	1683.33	2986.67	35179.00	45046.33	8587.33	2.16	2.75	39.40	2.10	55.60	59.63	35.846	23.680	42.0333	28.2667	26.87	79.33	120.53	4.5000	2.87	3.40	3.64	3.786666667	2.00	2.35	2.54	4.27	5.06	141.5333333	316.3	28.70	112.43	161.83	112.43	0.30	31.99	303.30	3.73	1.67	60.50	60.50	29.84	33.8	30.63	29.87	22.63	30.50	46.00	22.67	29.77	31.8	33.86666667	35.90	33.53	33.63	30.40	32.90	30.70	63.42666667	2.97	280.1266333	4.32	358.94	0.99	45.53333333	50.36666667	38.67	38.70	49.87	50.63	40.80	0.089666667	11.131	99.5	49.86666667
2872.005	18.769	1814.3	18.761	286.246	109.78	98.20	7.19	2884.62	110.20	901.43	43.60	14.30	2014.40	424.60	30.10	25.50	48.40	43.30	134.20	162.60	26.54	277.60	13.6000	27.60	24.50	1258.666667	942.6666667	316	265.6666667	240.3333333	456.6666667	296	22.9095	30.24	18.10	36.84	22.48	12.63	29.25	9.07	22.21	76.35433333	1772.67	1426.00	782.00	863.00	7	53795.33333	6280.33	8632.33	2885.33	18524.33	2580.00	2669.63	10996.67	5532.30	726.33	3717.00	3450.33	1682.67	3005.33	35271.00	45135.00	8660.33	2.19	2.74	39.73	2.23	55.33	59.47	37.084	23.344	42.2667	28.5333	27.07	79.97	121.73	4.5000	2.94	3.40	3.62	3.79	1.73	2.303333333	2.49	4.28	5.02	142.5666667	322.1333333	28.70	113.50	165.60	113.50	0.30	32.05	308.20	3.78	1.67	60.20	60.20	29.83	33.8	30.67	29.90	22.37	30.30	45.97	22.83	29.97	31.46666667	33.46666667	35.00	33.37	33.33	29.87	32.90	30.60	65.50333333	2.97	279.3966	4.32	361.54	0.99	58.2	65.5	42.43	54.87	52.27	64.53	48.23	0.071666667	11.01	101.0333333	52.26666667
